Row Id,Zipcode,homeowner_dummy,gender_dummy,LAST_GIFT_amount,totalmonths_from_last_gift,AVG_for_past_GIFTs,Donated_in_previous_event,gift_ammount_in_prev_event
1806,97403,0,0,15,34,11.5,Yes,15
1807,97404,0,1,6,29,4.166666667,Yes,5
1808,97404,1,1,20,29,14.77777778,Yes,20
1809,97404,0,0,7,29,7,Yes,10
1810,97404,1,1,15,37,11.16666667,No,0
1811,97402,1,0,13,34,10.13333333,Yes,13
1812,97401,1,0,5,28,4.277777778,Yes,5
1813,97401,1,1,6,28,8,No,0
1814,97404,1,1,8,29,5.25,Yes,5
1815,97402,1,1,20,32,11.88888889,No,0
1816,97404,1,0,5,28,3.214285714,Yes,3
1817,97401,1,0,12,32,7.611111111,Yes,11
1818,97404,1,0,50,37,12.91666667,No,0
1819,97404,1,1,19,29,14.66666667,No,0
1820,97402,1,0,12,30,9.375,Yes,10
1821,97403,0,0,10,34,10,No,0
1822,97404,1,1,5,29,5.833333333,Yes,5
1823,97401,1,1,7,33,5.307692308,Yes,6
1824,97402,1,1,15,30,9.9375,Yes,12
1825,97403,0,1,5,28,3.055555556,Yes,4
1826,97402,1,1,7,31,4.352941177,Yes,12
1827,97403,1,0,30,37,30,No,0
1828,97401,0,1,4,32,4.5,No,0
1829,97404,1,1,3,32,3.404761905,No,0
1830,97404,1,1,15,37,11.4,No,0
1831,97404,0,1,12,36,8.642857143,Yes,15
1832,97404,1,1,10,29,6.933333333,Yes,10
1833,97402,1,1,15,31,8.666666667,No,0
1834,97401,1,0,12,29,11,Yes,19
1835,97402,1,0,35,31,18.5,No,0
1836,97401,1,1,10,33,10.75,Yes,15
1837,97403,0,1,6,31,7.941176471,Yes,7
1838,97403,1,1,25,37,24.25,No,0
1839,97404,1,0,5,28,5.133333333,Yes,6
1840,97404,1,1,4,34,5.25,No,0
1841,97403,1,1,15,34,9.1,No,0
1842,97404,1,0,20,35,18.75,No,0
1843,97401,1,1,8,29,7.59375,Yes,5
1844,97404,1,1,10,30,5.733333333,No,0
1845,97402,1,0,15,24,11.4,Yes,14
1846,97401,1,0,5,31,5,Yes,5
1847,97403,1,1,13,32,6.461538462,No,0
1848,97402,0,1,5,29,5.909090909,Yes,10
1849,97401,0,1,25,28,18.2,No,0
1850,97403,1,0,25,33,7.5,Yes,25
1851,97401,1,0,100,27,77.57142857,No,0
1852,97403,1,1,20,32,15.41666667,No,0
1853,97401,1,0,10,28,15.4,Yes,15
1854,97402,0,1,10,29,5.833333333,Yes,6
1855,97404,1,1,6,32,3.545454546,No,0
1856,97404,1,0,12,31,9.846153846,Yes,10
1857,97402,0,1,7,29,5.5,Yes,6
1858,97402,0,0,5,28,5.25,No,0
1859,97402,1,1,10,30,8.428571429,Yes,8
1860,97403,1,1,6,29,7.090909091,Yes,10
1861,97402,1,0,15,33,10,No,0
1862,97404,0,0,15,35,10.14285714,No,0
1863,97401,1,1,6,29,5.666666667,No,0
1864,97403,0,1,12,29,9.25,No,0
1865,97402,0,1,16,30,9.333333333,No,0
1866,97403,1,0,25,37,25,No,0
1867,97403,1,1,10,31,6.533333333,No,0
1868,97404,0,1,25,18,24.16666667,No,0
1869,97401,1,1,12,28,11.4,Yes,11
1870,97404,1,1,10,37,6.375,Yes,10
1871,97404,0,1,10,30,9.4,Yes,10
1872,97401,1,1,12,31,11.1,Yes,11
1873,97401,1,0,10,32,7.2,Yes,11
1874,97402,1,1,6,30,6.862068966,Yes,13
1875,97403,1,1,5,30,4.8,Yes,6
1876,97404,1,1,5,31,5.127659575,Yes,10
1877,97402,0,1,5,30,5.125,Yes,5
1878,97403,0,0,5,31,5,Yes,5
1879,97401,0,1,6,32,5.166666667,Yes,7
1880,97402,1,0,12,28,11.1,Yes,25
1881,97401,1,1,10,17,10.96296296,Yes,15
1882,97402,0,1,5,30,3,No,0
1883,97403,1,0,14,32,12.33333333,Yes,15
1884,97401,1,0,8,31,6.555555556,Yes,5
1885,97401,0,0,25,37,25,Yes,20
1886,97404,0,0,12,29,22.375,No,0
1887,97404,1,0,12,30,11.33333333,No,0
1888,97404,1,0,5,30,5.8,No,0
1889,97403,0,1,5,34,5.142857143,No,0
1890,97403,1,1,12,35,10.09090909,No,0
1891,97404,1,1,15,37,15,No,0
1892,97404,0,1,21,37,10.72727273,Yes,21
1893,97403,1,0,6,32,5.714285714,Yes,6
1894,97402,1,1,9,31,6.789473684,No,0
1895,97401,0,1,25,30,20,No,0
1896,97402,1,1,10,32,7.384615385,No,0
1897,97401,1,0,12,29,11.2,Yes,17
1898,97401,1,1,25,37,11.3,No,0
1899,97401,1,1,25,36,15,No,0
1900,97404,1,1,4,28,4.636363636,No,0
1901,97404,1,1,19,26,15.66666667,Yes,20
1902,97403,1,0,9,31,7.142857143,No,0
1903,97404,1,0,20,37,17.5,Yes,10
1904,97403,1,0,25,31,12.28571429,No,0
1905,97402,0,0,10,31,7.533333333,Yes,5
1906,97404,1,1,20,36,14,No,0
1907,97404,1,0,26,33,18.25,No,0
1908,97404,0,1,25,31,21.66666667,No,0
1909,97403,0,1,11,28,10.72222222,No,0
1910,97404,1,1,20,37,20,Yes,20
1911,97404,1,1,23,36,17.28571429,No,0
1912,97401,1,1,20,36,14,Yes,10
1913,97404,1,0,3,18,6.75,Yes,5
1914,97403,1,1,5,30,3.939393939,Yes,5
1915,97404,1,0,25,37,36.09090909,No,0
1916,97404,1,0,15,28,14.625,No,0
1917,97405,0,0,10,29,9,No,0
1918,97404,1,1,5,30,6.416666667,No,0
1919,97404,1,1,10,17,10.25,No,0
1920,97401,1,0,15,31,15,No,0
1921,97404,0,1,14,28,14,No,0
1922,97404,1,1,12,29,12.33333333,No,0
1923,97404,1,1,10,31,8,No,0
1924,97404,0,0,20,31,27.09090909,Yes,25
1925,97404,1,0,14,29,7.363636364,No,0
1926,97403,1,1,19,34,12,No,0
1927,97404,0,1,5,30,7.142857143,No,0
1928,97403,1,1,10,37,7.941176471,Yes,10
1929,97403,1,1,8,32,6.256410256,No,0
1930,97404,1,1,25,36,25,Yes,20
1931,97404,1,0,8,31,5.75,No,0
1932,97404,1,0,18,36,12.92307692,No,0
1933,97402,1,1,12,30,14,Yes,15
1934,97404,1,1,25,29,16.71428571,Yes,22
1935,97403,1,1,7,30,5.8,Yes,6
1936,97402,1,0,25,28,23,Yes,30
1937,97404,1,0,10,30,15,Yes,25
1938,97402,1,1,20,31,15,Yes,15
1939,97403,1,0,15,31,9,No,0
1940,97402,0,1,25,32,15.66666667,No,0
1941,97404,1,1,15,32,13.75,No,0
1942,97404,0,1,14,31,7.083333333,Yes,15
1943,97402,1,0,15,31,10,No,0
1944,97404,0,0,4,32,4.5,Yes,5
1945,97404,0,1,8,32,8.818181818,Yes,10
1946,97401,0,1,7,28,5.615384615,No,0
1947,97404,1,1,15,34,7.157894737,No,0
1948,97404,1,0,25,23,19.96774194,No,0
1949,97404,1,1,12,33,7.875,Yes,10
1950,97404,1,0,25,17,16.28571429,Yes,20
1951,97403,1,1,11,29,6.75,No,0
1952,97401,1,1,11,32,8.5,Yes,9
1953,97403,0,1,10,28,8.25,Yes,10
1954,97403,0,1,15,32,10.33333333,No,0
1955,97404,1,1,7,30,8.333333333,No,0
1956,97404,1,0,20,31,17.5,No,0
1957,97404,1,0,15,37,8.777777778,No,0
1958,97401,1,0,25,17,15.81818182,No,0
1959,97401,1,1,20,37,12.83333333,No,0
1960,97402,1,1,5,29,3.161290323,Yes,3
1961,97403,1,1,21,22,15.33333333,Yes,20
1962,97404,1,1,25,31,20.22222222,No,0
1963,97403,1,1,7,30,8.285714286,Yes,10
1964,97403,0,0,15,30,10.3,No,0
1965,97401,1,0,15,28,19.66666667,Yes,23
1966,97401,1,0,11,28,7.666666667,Yes,11
1967,97404,1,0,30,32,17.14285714,No,0
1968,97403,0,0,20,37,11.25,Yes,20
1969,97404,1,1,15,28,9.333333333,No,0
1970,97401,1,0,21,37,19.44444444,No,0
1971,97402,1,1,15,34,11.2,No,0
1972,97404,1,1,20,31,15.33333333,No,0
1973,97401,0,1,20,31,20,Yes,5
1974,97404,0,0,21,37,21,No,0
1975,97403,1,1,10,34,12.4,No,0
1976,97404,1,1,8,31,4.785714286,No,0
1977,97402,1,0,15,32,10.8,No,0
1978,97403,0,1,15,29,10.47368421,No,0
1979,97404,1,1,5,32,5.346153846,Yes,5
1980,97401,0,0,11,35,8,Yes,11
1981,97401,1,1,6,31,5,Yes,3
1982,97404,1,1,10,31,7.5,Yes,10
1983,97401,1,1,10,34,8.885714286,No,0
1984,97404,1,1,20,37,10.33333333,No,0
1985,97404,0,1,10,29,7.222222222,Yes,13
1986,97402,1,1,12,31,10.5,Yes,10
1987,97404,1,1,31,37,15.46428571,Yes,25
1988,97404,1,1,20,36,14.6875,No,0
1989,97404,1,0,10,31,11.66666667,No,0
1990,97404,1,0,10,30,8.875,Yes,15
1991,97404,0,1,15,28,9.857142857,Yes,15
1992,97402,1,0,5,35,7.761904762,No,0
1993,97401,1,1,25,31,14.25,No,0
1994,97403,1,1,16,37,6.888888889,No,0
1995,97404,0,1,12,37,5.642857143,No,0
1996,97404,1,1,5,33,7.5,No,0
1997,97404,0,1,35,31,30,No,0
1998,97404,1,0,25,37,25,Yes,25
1999,97402,1,1,9,30,7.047619048,No,0
2000,97402,1,1,10,31,7.5,No,0
2001,97404,0,1,8,32,6.8,No,0
2002,97403,1,1,15,37,15,Yes,15
2003,97403,0,0,14,29,8.666666667,Yes,9
2004,97401,1,1,10,31,9.685,Yes,5
2005,97404,1,1,6,32,5,Yes,4
2006,97404,1,1,7,32,5.4,Yes,6
2007,97402,1,1,10,32,7.7,Yes,10
2008,97401,1,1,14,18,11.625,Yes,10
2009,97404,0,1,10,28,7,Yes,7
2010,97404,0,1,15,30,15,No,0
2011,97401,1,0,16,36,9.5,No,0
2012,97404,0,1,20,32,20,Yes,15
2013,97404,1,0,80,37,80,Yes,50
2014,97403,1,1,15,37,11.5,No,0
2015,97404,1,0,10,30,23.6,No,0
2016,97404,1,1,23,29,20.4,No,0
2017,97404,1,1,5,33,4.565128205,No,0
2018,97401,1,1,22,33,18.5,Yes,28
2019,97404,1,1,15,17,13.73913044,Yes,20
2020,97404,1,1,10,32,9,No,0
2021,97401,1,0,10,37,9.368421053,No,0
2022,97401,1,1,11,34,9.6,No,0
2023,97402,0,1,5,31,5.833333333,Yes,5
2024,97402,1,1,2,30,2.764705882,Yes,3
2025,97401,1,0,31,31,18,Yes,20
2026,97401,1,0,12,29,9,No,0
2027,97404,1,1,26,33,16.5,Yes,50
2028,97404,1,1,10,30,5.25,No,0
2029,97404,1,1,3,30,2.52,No,0
2030,97401,1,1,6,29,4.5,Yes,7
2031,97401,1,0,10,30,7.333333333,No,0
2032,97404,1,1,5,33,8.071428571,No,0
2033,97404,1,1,40,28,10.40740741,Yes,50
2034,97404,1,1,23,34,19.25,Yes,25
2035,97403,1,1,5,26,18.6,Yes,10
2036,97402,0,1,5,35,5,Yes,5
2037,97404,1,1,15,33,15.55555556,Yes,15
2038,97403,1,1,24,37,14.88888889,Yes,38
2039,97401,1,1,15,29,11.36363636,No,0
2040,97404,1,1,8,37,7.454545455,Yes,9
2041,97404,1,1,20,31,17,No,0
2042,97401,0,1,7,32,4.6,No,0
2043,97404,1,0,20,31,9.666666667,Yes,10
2044,97402,1,1,15,33,12.42857143,No,0
2045,97404,1,0,13,31,9.090909091,Yes,11
2046,97403,1,1,27,31,17.8,Yes,20
2047,97403,1,1,9,33,10.16666667,Yes,11
2048,97404,1,1,20,37,15,No,0
2049,97402,1,1,5,32,8,Yes,5
2050,97403,1,0,15,37,10.5,Yes,15
2051,97404,1,1,19,18,12,Yes,25
2052,97404,1,1,30,37,30,No,0
2053,97403,0,1,5,29,7,No,0
2054,97404,1,0,5,34,3.25,Yes,7
2055,97404,0,1,18,28,16.45454546,Yes,20
2056,97402,1,0,14,29,9.083333333,No,0
2057,97403,0,1,5,28,7.676470588,No,0
2058,97404,1,1,3,30,4.431034483,Yes,5
2059,97403,1,1,9,29,6.916666667,Yes,10
2060,97404,1,0,15,34,10.77777778,No,0
2061,97402,0,1,14,20,12.42857143,Yes,14
2062,97403,1,1,10,30,8.266666667,Yes,10
2063,97403,1,1,6,29,3.733333333,No,0
2064,97404,1,1,11,28,10.22222222,No,0
2065,97401,0,1,20,30,14,No,0
2066,97403,1,1,27,37,26.44444444,Yes,20
2067,97402,1,1,17,29,14.6,Yes,19
2068,97403,1,1,10,17,7.62962963,Yes,5
2069,97404,1,1,36,37,30.75,Yes,51
2070,97404,1,0,10,30,4.866666667,No,0
2071,97403,1,1,5,32,5.285714286,No,0
2072,97404,1,1,13,37,6.466666667,No,0
2073,97403,1,0,14,34,10.125,No,0
2074,97404,1,1,5,29,5.692307692,Yes,10
2075,97403,1,0,10,33,7.083333333,No,0
2076,97401,0,1,15,37,15,Yes,25
2077,97402,1,0,10,34,8,Yes,10
2078,97404,1,0,20,34,12.5,No,0
2079,97402,1,0,20,31,11.66666667,Yes,15
2080,97404,1,0,5,31,5.275,No,0
2081,97404,1,0,10,35,7.666666667,Yes,15
2082,97401,1,1,6,30,6.6875,No,0
2083,97402,1,0,5,32,2.971428571,Yes,3
2084,97403,0,0,7,37,5.913043478,No,0
2085,97403,0,1,4,31,8.923076923,No,0
2086,97404,1,1,6,28,6,No,0
2087,97403,0,1,15,34,8.375,No,0
2088,97402,0,1,9,30,6.590909091,Yes,7
2089,97401,1,0,6,31,7.875,Yes,10
2090,97402,1,0,15,31,11.66666667,Yes,15
2091,97403,1,1,20,35,15,No,0
2092,97403,1,1,5,29,5.181818182,No,0
2093,97404,1,1,25,31,20.94444444,Yes,21
2094,97401,1,1,10,32,6.25,Yes,10
2095,97404,1,0,20,32,16.66666667,Yes,20
2096,97401,1,0,6,28,8.923076923,Yes,13
2097,97404,1,0,5,30,8.75,Yes,10
2098,97404,1,1,25,37,16.5,No,0
2099,97404,1,1,30,29,18.375,No,0
2100,97404,1,0,15,33,10.53333333,No,0
2101,97404,1,1,17,31,15.66666667,No,0
2102,97404,1,0,9,28,5.533333333,Yes,8
2103,97404,1,1,7,28,8.25,No,0
2104,97403,1,0,11,37,4.277777778,Yes,25
2105,97403,0,1,6,28,4.272727273,Yes,5
2106,97404,0,1,5,28,5.166666667,Yes,5
2107,97402,1,0,10,30,8.083333333,Yes,10
2108,97401,0,1,8,31,7.5,Yes,8
2109,97404,1,0,20,36,14.25,Yes,19
2110,97404,1,0,10,32,6.5,Yes,10
2111,97404,1,1,5,30,4.580645161,No,0
2112,97401,1,1,10,35,10.25,No,0
2113,97404,0,1,5,32,6.666666667,Yes,3
2114,97402,1,0,15,35,10.66666667,No,0
2115,97402,1,0,10,37,9.294117647,No,0
2116,97404,1,1,10,32,11,No,0
2117,97402,0,0,20,31,12.5,No,0
2118,97401,1,1,8,22,6.818181818,Yes,16
2119,97402,1,1,5,33,5.181818182,No,0
2120,97403,0,1,10,32,8.076923077,No,0
2121,97403,0,1,5,33,5.04,No,0
2122,97403,0,1,10,31,6.666666667,Yes,10
2123,97401,1,0,25,36,25,Yes,30
2124,97404,1,1,2,28,4.875,No,0
2125,97402,1,1,10,29,9.363636364,Yes,5
2126,97402,1,1,13,31,11.08333333,Yes,11
2127,97403,1,0,15,37,11.14285714,No,0
2128,97403,1,1,10,31,9.2,No,0
2129,97404,1,1,14,31,12.5,Yes,15
2130,97404,1,1,14,36,8.2,Yes,5
2131,97404,1,0,10,30,7.333333333,No,0
2132,97402,1,1,7,34,7.166666667,No,0
2133,97404,1,0,13,32,9.882352941,No,0
2134,97403,1,1,3,18,3.181818182,Yes,3
2135,97402,0,1,15,31,15,No,0
2136,97403,1,1,16,31,10.35714286,Yes,10
2137,97404,0,1,30,37,18.57142857,Yes,50
2138,97404,1,1,15,36,11.57142857,Yes,15
2139,97402,0,1,8,31,6.833333333,Yes,10
2140,97401,1,1,15,36,10,No,0
2141,97404,0,0,10,30,9.888888889,Yes,11
2142,97401,1,1,20,36,13.5,No,0
2143,97403,0,1,20,37,20,No,0
2144,97401,0,1,6,33,5.96875,No,0
2145,97404,1,0,25,37,25,No,0
2146,97404,1,0,22,34,22.33333333,No,0
2147,97401,0,1,11,29,7.166666667,Yes,10
2148,97402,1,1,3,31,3.08,Yes,3
2149,97404,1,1,6,30,9,Yes,10
2150,97402,0,1,15,31,11.5,Yes,20
2151,97404,1,1,3,28,3.703703704,Yes,4
2152,97403,0,1,7,28,6.25,No,0
2153,97403,1,1,18,35,9.333333333,No,0
2154,97402,1,1,5,28,6.25,No,0
2155,97404,1,1,10,31,6.066666667,Yes,7
2156,97401,1,0,17,30,14,Yes,16
2157,97404,0,1,24,32,18.85714286,No,0
2158,97403,0,1,8,30,4,No,0
2159,97401,1,1,10,36,9.918367347,Yes,10
2160,97404,1,1,12,29,10.87096774,No,0
2161,97404,1,0,0,21,8.571428571,Yes,10
2162,97404,1,1,10,31,9.5625,No,0
2163,97404,1,1,7,33,6.166666667,No,0
2164,97404,1,1,25,36,25,No,0
2165,97403,1,1,15,33,20,Yes,25
2166,97401,1,1,25,37,16.83333333,No,0
2167,97404,1,0,15,17,6.878787879,No,0
2168,97404,1,1,100,28,53.85714286,Yes,101
2169,97401,1,1,15,32,8.916666667,Yes,5
2170,97402,0,0,15,19,9.310344828,Yes,12
2171,97401,1,1,20,21,15.3,Yes,20
2172,97403,1,1,10,29,7.6,Yes,10
2173,97404,1,1,30,31,18.2,Yes,27
2174,97403,1,1,15,37,15,Yes,21
2175,97403,1,0,10,31,9.472222222,Yes,10
2176,97404,1,1,20,31,13.75,No,0
2177,97402,1,1,20,28,11.6,No,0
2178,97404,1,1,5,29,3,Yes,4
2179,97401,1,0,3,32,4.166666667,No,0
2180,97403,1,0,25,37,25,No,0
2181,97403,1,1,3,22,7.076923077,Yes,13
2182,97401,1,1,20,29,12,Yes,10
2183,97402,0,0,12,29,9.1875,Yes,12
2184,97401,1,1,10,28,7.76,No,0
2185,97403,0,1,10,30,10.31578947,Yes,10
2186,97402,0,0,7,31,5.333333333,Yes,6
2187,97402,1,1,3,29,3.421052632,No,0
2188,97404,1,0,6,32,5.52631579,No,0
2189,97404,1,1,10,31,6.260869565,No,0
2190,97402,1,0,7,26,6.642857143,Yes,10
2191,97402,1,0,20,35,13.5,Yes,10
2192,97403,1,1,7,33,6.545454546,Yes,4
2193,97402,1,1,11,28,8.214285714,Yes,12
2194,97404,1,1,7,29,5.4,Yes,6
2195,97404,0,1,7,32,5.625,Yes,8
2196,97403,1,1,4,32,4.166666667,No,0
2197,97404,1,1,21,30,13.66666667,No,0
2198,97401,1,1,20,37,20,Yes,5
2199,97403,1,1,5,32,4.606060606,Yes,5
2200,97403,1,0,13,28,12,Yes,14
2201,97401,0,1,8,32,5.5,Yes,13
2202,97403,1,1,5,29,5.615384615,No,0
2203,97402,0,1,10,32,8.307692308,Yes,10
2204,97402,1,1,7,30,4.592105263,Yes,5
2205,97401,1,1,10,35,10.33333333,No,0
2206,97403,1,1,10,28,20,Yes,20
2207,97401,1,1,5,34,3.857142857,Yes,4
2208,97403,1,1,5,31,4.5,No,0
2209,97404,0,1,6,28,4.243243243,Yes,8
2210,97403,1,0,12,31,8.3,Yes,10
2211,97402,1,1,20,37,11.33333333,No,0
2212,97402,1,1,9,31,6.947368421,No,0
2213,97404,0,0,10,31,8.333333333,Yes,5
2214,97404,1,0,30,31,27.5,Yes,100
2215,97404,0,1,25,30,21.34545455,Yes,15
2216,97402,1,1,5,27,4.75,Yes,5
2217,97402,0,1,3,28,3.285714286,Yes,3
2218,97404,1,0,15,30,11.91666667,No,0
2219,97401,0,0,30,34,24,No,0
2220,97402,0,1,5,31,4.37037037,No,0
2221,97401,0,0,25,17,15,No,0
2222,97403,1,0,15,31,10.08333333,No,0
2223,97404,1,1,2,30,2.637931035,Yes,3
2224,97401,0,0,15,37,7.294117647,No,0
2225,97401,1,1,5,29,4.875,Yes,5
2226,97401,0,1,9,32,11.52380952,No,0
2227,97404,1,0,8,30,6.666666667,Yes,10
2228,97401,1,1,10,37,8.777777778,Yes,7
2229,97402,0,1,5,30,3.815789474,Yes,5
2230,97401,1,1,15,37,10.44444444,No,0
2231,97401,1,1,5,31,4.428571429,Yes,2
2232,97402,1,1,14,36,12.8,No,0
2233,97404,1,1,15,33,12.75,No,0
2234,97403,1,0,3,31,3.21875,Yes,3
2235,97403,1,0,9,21,7.548387097,Yes,8
2236,97402,0,0,25,37,16.33333333,No,0
2237,97402,0,1,6,32,6.666666667,No,0
2238,97402,1,1,15,33,12.07142857,No,0
2239,97404,1,0,10,34,4.5,Yes,25
2240,97404,0,1,7,28,6.75,Yes,9
2241,97404,0,1,10,31,3.857142857,Yes,10
2242,97403,1,1,10,28,8.571428571,Yes,15
2243,97401,1,1,10,29,10,Yes,10
2244,97401,1,1,20,31,20,No,0
2245,97401,1,1,15,31,11.66666667,No,0
2246,97403,1,0,10,30,8.538461539,Yes,11
2247,97402,1,1,10,37,8.7,No,0
2248,97403,1,1,8,31,7.714285714,No,0
2249,97403,1,0,15,37,15,Yes,21
2250,97403,0,1,10,28,10,Yes,15
2251,97404,1,0,20,29,9.764705882,Yes,20
2252,97401,1,0,10,30,7.285714286,Yes,10
2253,97404,0,1,12,31,13.66666667,Yes,11
2254,97401,1,1,5,30,4.258064516,Yes,5
2255,97403,1,0,3,29,3.173913044,Yes,5
2256,97404,1,0,30,35,19.26666667,No,0
2257,97403,1,1,25,37,25,No,0
2258,97404,1,0,15,31,11.4,No,0
2259,97403,0,1,3,34,3.14893617,Yes,4
2260,97403,1,1,20,29,8.142857143,No,0
2261,97401,1,1,8,35,7.375,No,0
2262,97403,0,0,6,30,5.6,No,0
2263,97404,1,1,25,37,25,Yes,25
2264,97403,1,0,30,37,30,Yes,30
2265,97403,1,0,20,29,16.42857143,Yes,20
2266,97403,1,1,7,31,7.333333333,No,0
2267,97401,1,0,12,34,6.7,No,0
2268,97404,1,1,7,28,5.578947368,No,0
2269,97403,0,0,7,29,5.5,Yes,8
2270,97404,1,0,10,28,8.75,No,0
2271,97401,0,0,10,29,18.33333333,Yes,20
2272,97403,1,0,10,25,12.75,Yes,25
2273,97404,1,1,10,28,7.625,No,0
2274,97403,1,0,10,31,6.52173913,No,0
2275,97402,0,1,3,32,2.709677419,Yes,2
2276,97404,0,0,5,28,5.222222222,No,0
2277,97402,1,0,7,30,5.636363636,No,0
2278,97401,1,1,13,31,9.472222222,No,0
2279,97404,1,0,12,33,11.4,Yes,12
2280,97404,1,0,25,34,18.6,No,0
2281,97404,1,0,12,28,9.0625,No,0
2282,97403,1,1,6,36,5.935483871,Yes,10
2283,97404,1,1,15,28,12.33333333,Yes,12
2284,97403,1,0,10,37,6.5,No,0
2285,97404,1,1,25,37,14.25,Yes,25
2286,97404,1,0,10,28,15.33333333,Yes,18
2287,97404,1,1,10,33,6.705882353,Yes,5
2288,97404,1,0,5,28,4.4375,Yes,5
2289,97403,0,1,10,28,9,Yes,10
2290,97401,1,1,15,33,12.5,No,0
2291,97401,1,1,15,31,8.111111111,Yes,5
2292,97402,1,1,8,17,6.952380952,No,0
2293,97404,1,0,13,31,9,No,0
2294,97404,0,0,21,29,19,No,0
2295,97403,1,1,4,29,3.470588235,No,0
2296,97401,1,1,20,29,20.5,No,0
2297,97401,1,1,10,32,7.5,Yes,15
2298,97404,1,0,5,30,8.7,No,0
2299,97404,0,1,10,34,10.86666667,Yes,11
2300,97404,1,0,15,37,15,No,0
2301,97404,1,1,5,35,5.3125,No,0
2302,97401,0,0,10,29,6.333333333,Yes,8
2303,97402,0,0,20,36,15,No,0
2304,97402,1,1,25,31,12.2631579,Yes,20
2305,97404,1,0,12,31,12.66666667,No,0
2306,97404,1,1,14,29,13.77777778,No,0
2307,97404,1,1,5,28,4.375,No,0
2308,97401,1,1,10,35,7.25,Yes,10
2309,97401,1,0,22,32,21,Yes,21
2310,97401,1,0,18,37,14,No,0
2311,97402,1,1,5,31,2.625,Yes,5
2312,97404,1,0,5,29,8.75,Yes,8
2313,97401,1,1,20,37,20,No,0
2314,97404,1,1,8,30,7.05,Yes,5
2315,97404,1,1,10,31,6.111111111,No,0
2316,97402,0,0,30,28,19.54545455,No,0
2317,97403,0,1,3,28,6.928571429,Yes,10
2318,97404,1,1,15,18,16,Yes,10
2319,97403,1,1,10,29,8.428571429,No,0
2320,97402,1,0,25,37,25,Yes,45
2321,97403,1,0,11,29,8.75,No,0
2322,97404,0,0,24,32,12.77777778,No,0
2323,97403,0,1,15,33,8.285714286,No,0
2324,97404,1,1,20,36,7.916666667,No,0
2325,97402,0,0,14,30,10.28571429,Yes,15
2326,97404,1,0,11,30,6,No,0
2327,97404,1,1,12,31,6.923076923,Yes,10
2328,97403,1,0,10,31,10,Yes,5
2329,97403,1,1,20,36,7.428571429,No,0
2330,97404,1,0,10,31,9.2,No,0
2331,97405,1,0,13,29,9.555555556,No,0
2332,97403,0,1,7,31,9.423076923,No,0
2333,97404,1,1,15,32,16,Yes,15
2334,97401,0,1,15,31,9.142857143,No,0
2335,97403,1,1,40,30,14.30769231,No,0
2336,97404,1,1,11,37,9.95890411,No,0
2337,97402,1,1,15,36,7.833333333,No,0
2338,97404,1,1,12,28,9.5,Yes,8
2339,97403,1,1,5,19,5,Yes,5
2340,97402,1,1,20,37,13.55555556,No,0
2341,97401,1,1,5,31,5.5,No,0
2342,97403,0,1,22,28,16.65384615,Yes,25
2343,97404,1,0,5,37,8.571428571,Yes,5
2344,97402,1,0,14,17,13.46666667,Yes,15
2345,97404,0,1,5,28,6,No,0
2346,97403,1,1,5,31,4.363636364,Yes,5
2347,97404,1,0,30,36,30,No,0
2348,97404,1,1,20,29,20,Yes,20
2349,97402,1,1,10,29,7.5,No,0
2350,97404,1,0,3,28,3.916666667,Yes,3
2351,97404,1,1,15,32,15,Yes,30
2352,97403,1,0,10,31,9.6,Yes,16
2353,97404,1,1,7,30,3.491935484,Yes,25
2354,97403,1,1,8,32,6.892857143,Yes,9
2355,97401,0,1,15,33,9.2,Yes,21
2356,97401,1,1,15,37,9.666666667,Yes,10
2357,97402,1,0,20,30,13.375,No,0
2358,97403,1,1,9,30,5.235294118,Yes,7
2359,97404,1,1,14,33,8.785714286,Yes,10
2360,97404,0,0,13,29,10.6,Yes,20
2361,97401,1,1,20,29,13.51111111,Yes,38
2362,97404,1,0,20,30,12.28571429,No,0
2363,97402,0,0,9,32,7.5625,Yes,11
2364,97404,1,1,5,30,4.5,Yes,7
2365,97401,1,0,25,37,25,Yes,150
2366,97402,1,1,10,28,10,No,0
2367,97404,1,1,6,32,11.72727273,No,0
2368,97404,0,0,10,31,7.25,Yes,11
2369,97404,1,0,10,32,9,Yes,10
2370,97404,1,1,10,32,7.583333333,Yes,8
2371,97403,1,1,5,32,5,No,0
2372,97403,1,1,24,29,10.25,Yes,30
2373,97404,0,0,17,37,19.25,No,0
2374,97403,0,1,15,37,15,No,0
2375,97403,0,1,10,37,7.275862069,No,0
2376,97401,0,0,4,34,4,Yes,4
2377,97403,0,0,8,31,7.666666667,Yes,5
2378,97403,0,1,10,36,8.6,No,0
2379,97404,1,1,5,30,2.842105263,No,0
2380,97404,0,1,12,31,10.66666667,No,0
2381,97403,1,1,5,28,3.860465116,No,0
2382,97404,1,1,15,37,9.857142857,Yes,5
2383,97404,1,1,20,31,11.28571429,Yes,12
2384,97403,0,1,8,30,6.2,No,0
2385,97402,1,0,12,34,8.571428571,Yes,10
2386,97401,1,1,16,36,10.33333333,Yes,10
2387,97402,1,0,7,35,8.111111111,Yes,15
2388,97403,1,1,10,17,8.80952381,Yes,10
2389,97404,1,0,10,31,7.611111111,Yes,5
2390,97403,1,1,10,30,5.576923077,Yes,10
